Author,Tag,Sentence,Length,Clean_Sentence
Poe,atmosphere,"<atmosphere>Its immense weight
caused an unusually sharp grating sound, as it moved upon its hinges.</atmosphere>

Having deposited our mournful burden upon tressels within
this region of horror, we partially turned aside the yet
unscrewed lid of the coffin, and looked upon the face of the
tenant.",48,"Its immense weight
caused an unusually sharp grating sound, as it moved upon its hinges.

Having deposited our mournful burden upon tressels within
this region of horror, we partially turned aside the yet
unscrewed lid of the coffin, and looked upon the face of the
tenant."
Poe,amb,"A striking similitude between the brother and sister now
first arrested my attention;

<amb>and Usher, divining, perhaps, my
thoughts, murmured out some few words from which I learned that
the deceased and himself had been twins, and that sympathies of a
scarcely intelligible nature had always existed between them.</amb>

Our glances, however, rested not long upon the dead--for we could
not regard her unawed.",67,"A striking similitude between the brother and sister now
first arrested my attention;

and Usher, divining, perhaps, my
thoughts, murmured out some few words from which I learned that
the deceased and himself had been twins, and that sympathies of a
scarcely intelligible nature had always existed between them.

Our glances, however, rested not long upon the dead--for we could
not regard her unawed."
Poe,amb,"<amb>The disease which had thus entombed the
lady in the maturity of youth, had left, as usual in all maladies
of a strictly cataleptical character, the mockery of a faint
blush upon the bosom and the face, and that suspiciously
lingering smile upon the lip which is so terrible in death.</amb>

We replaced and screwed down the lid, and, having secured the door
of iron, made our way, with toil, into the scarcely less gloomy
apartments of the upper portion of the house.",85,"The disease which had thus entombed the
lady in the maturity of youth, had left, as usual in all maladies
of a strictly cataleptical character, the mockery of a faint
blush upon the bosom and the face, and that suspiciously
lingering smile upon the lip which is so terrible in death.

We replaced and screwed down the lid, and, having secured the door
of iron, made our way, with toil, into the scarcely less gloomy
apartments of the upper portion of the house."
Poe,delay:withheld-info,"<delay type=""withheld-info"">His ordinary manner had vanished.",9,His ordinary manner had vanished.
Poe,amb,"His ordinary
occupations were neglected or forgotten.</delay>

<amb>He roamed from chamber to chamber with hurried, unequal, and objectless step.</amb>

<amb>The pallor of his countenance had assumed, if possible, a more
ghastly hue--but the luminousness of his eye had utterly gone
out.</amb>

<amb>The once occasional huskiness of his tone was heard no
more; and a tremulous quaver, as if of extreme terror, habitually
characterized his utterance.</amb>

<delay type=""withheld-info"">There were times, indeed, when I
thought his unceasingly agitated mind was labouring with some
oppressive secret, to divulge which he struggled for the
necessary courage.</delay>

<amb>At times, again, I was obliged to resolve all
into the mere inexplicable vagaries of madness, for I beheld him
gazing upon vacancy for long hours, in an attitude of the
profoundest attention, as if listening to some imaginary
sound.</amb>

<amb>It was no wonder that his condition terrified--that it
infected me.</amb>

<amb>I felt creeping upon me, by slow yet certain
degrees, the wild influences of his own fantastic yet impressive
superstitions.</amb>

It was, especially, upon retiring to bed late in the night
of the seventh or eighth day after the placing of the lady
Madeline within the donjon, that I experienced the full power of
such feelings.",218,"His ordinary
occupations were neglected or forgotten.

He roamed from chamber to chamber with hurried, unequal, and objectless step.

The pallor of his countenance had assumed, if possible, a more
ghastly hue--but the luminousness of his eye had utterly gone
out.

The once occasional huskiness of his tone was heard no
more; and a tremulous quaver, as if of extreme terror, habitually
characterized his utterance.

There were times, indeed, when I
thought his unceasingly agitated mind was labouring with some
oppressive secret, to divulge which he struggled for the
necessary courage.

At times, again, I was obliged to resolve all
into the mere inexplicable vagaries of madness, for I beheld him
gazing upon vacancy for long hours, in an attitude of the
profoundest attention, as if listening to some imaginary
sound.

It was no wonder that his condition terrified--that it
infected me.

I felt creeping upon me, by slow yet certain
degrees, the wild influences of his own fantastic yet impressive
superstitions.

It was, especially, upon retiring to bed late in the night
of the seventh or eighth day after the placing of the lady
Madeline within the donjon, that I experienced the full power of
such feelings."
Poe,amb,"His ordinary
occupations were neglected or forgotten.</delay>

<amb>He roamed from chamber to chamber with hurried, unequal, and objectless step.</amb>

<amb>The pallor of his countenance had assumed, if possible, a more
ghastly hue--but the luminousness of his eye had utterly gone
out.</amb>

<amb>The once occasional huskiness of his tone was heard no
more; and a tremulous quaver, as if of extreme terror, habitually
characterized his utterance.</amb>

<delay type=""withheld-info"">There were times, indeed, when I
thought his unceasingly agitated mind was labouring with some
oppressive secret, to divulge which he struggled for the
necessary courage.</delay>

<amb>At times, again, I was obliged to resolve all
into the mere inexplicable vagaries of madness, for I beheld him
gazing upon vacancy for long hours, in an attitude of the
profoundest attention, as if listening to some imaginary
sound.</amb>

<amb>It was no wonder that his condition terrified--that it
infected me.</amb>

<amb>I felt creeping upon me, by slow yet certain
degrees, the wild influences of his own fantastic yet impressive
superstitions.</amb>

It was, especially, upon retiring to bed late in the night
of the seventh or eighth day after the placing of the lady
Madeline within the donjon, that I experienced the full power of
such feelings.",218,"His ordinary
occupations were neglected or forgotten.

He roamed from chamber to chamber with hurried, unequal, and objectless step.

The pallor of his countenance had assumed, if possible, a more
ghastly hue--but the luminousness of his eye had utterly gone
out.

The once occasional huskiness of his tone was heard no
more; and a tremulous quaver, as if of extreme terror, habitually
characterized his utterance.

There were times, indeed, when I
thought his unceasingly agitated mind was labouring with some
oppressive secret, to divulge which he struggled for the
necessary courage.

At times, again, I was obliged to resolve all
into the mere inexplicable vagaries of madness, for I beheld him
gazing upon vacancy for long hours, in an attitude of the
profoundest attention, as if listening to some imaginary
sound.

It was no wonder that his condition terrified--that it
infected me.

I felt creeping upon me, by slow yet certain
degrees, the wild influences of his own fantastic yet impressive
superstitions.

It was, especially, upon retiring to bed late in the night
of the seventh or eighth day after the placing of the lady
Madeline within the donjon, that I experienced the full power of
such feelings."
Poe,amb,"His ordinary
occupations were neglected or forgotten.</delay>

<amb>He roamed from chamber to chamber with hurried, unequal, and objectless step.</amb>

<amb>The pallor of his countenance had assumed, if possible, a more
ghastly hue--but the luminousness of his eye had utterly gone
out.</amb>

<amb>The once occasional huskiness of his tone was heard no
more; and a tremulous quaver, as if of extreme terror, habitually
characterized his utterance.</amb>

<delay type=""withheld-info"">There were times, indeed, when I
thought his unceasingly agitated mind was labouring with some
oppressive secret, to divulge which he struggled for the
necessary courage.</delay>

<amb>At times, again, I was obliged to resolve all
into the mere inexplicable vagaries of madness, for I beheld him
gazing upon vacancy for long hours, in an attitude of the
profoundest attention, as if listening to some imaginary
sound.</amb>

<amb>It was no wonder that his condition terrified--that it
infected me.</amb>

<amb>I felt creeping upon me, by slow yet certain
degrees, the wild influences of his own fantastic yet impressive
superstitions.</amb>

It was, especially, upon retiring to bed late in the night
of the seventh or eighth day after the placing of the lady
Madeline within the donjon, that I experienced the full power of
such feelings.",218,"His ordinary
occupations were neglected or forgotten.

He roamed from chamber to chamber with hurried, unequal, and objectless step.

The pallor of his countenance had assumed, if possible, a more
ghastly hue--but the luminousness of his eye had utterly gone
out.

The once occasional huskiness of his tone was heard no
more; and a tremulous quaver, as if of extreme terror, habitually
characterized his utterance.

There were times, indeed, when I
thought his unceasingly agitated mind was labouring with some
oppressive secret, to divulge which he struggled for the
necessary courage.

At times, again, I was obliged to resolve all
into the mere inexplicable vagaries of madness, for I beheld him
gazing upon vacancy for long hours, in an attitude of the
profoundest attention, as if listening to some imaginary
sound.

It was no wonder that his condition terrified--that it
infected me.

I felt creeping upon me, by slow yet certain
degrees, the wild influences of his own fantastic yet impressive
superstitions.

It was, especially, upon retiring to bed late in the night
of the seventh or eighth day after the placing of the lady
Madeline within the donjon, that I experienced the full power of
such feelings."
Poe,amb,"His ordinary
occupations were neglected or forgotten.</delay>

<amb>He roamed from chamber to chamber with hurried, unequal, and objectless step.</amb>

<amb>The pallor of his countenance had assumed, if possible, a more
ghastly hue--but the luminousness of his eye had utterly gone
out.</amb>

<amb>The once occasional huskiness of his tone was heard no
more; and a tremulous quaver, as if of extreme terror, habitually
characterized his utterance.</amb>

<delay type=""withheld-info"">There were times, indeed, when I
thought his unceasingly agitated mind was labouring with some
oppressive secret, to divulge which he struggled for the
necessary courage.</delay>

<amb>At times, again, I was obliged to resolve all
into the mere inexplicable vagaries of madness, for I beheld him
gazing upon vacancy for long hours, in an attitude of the
profoundest attention, as if listening to some imaginary
sound.</amb>

<amb>It was no wonder that his condition terrified--that it
infected me.</amb>

<amb>I felt creeping upon me, by slow yet certain
degrees, the wild influences of his own fantastic yet impressive
superstitions.</amb>

It was, especially, upon retiring to bed late in the night
of the seventh or eighth day after the placing of the lady
Madeline within the donjon, that I experienced the full power of
such feelings.",218,"His ordinary
occupations were neglected or forgotten.

He roamed from chamber to chamber with hurried, unequal, and objectless step.

The pallor of his countenance had assumed, if possible, a more
ghastly hue--but the luminousness of his eye had utterly gone
out.

The once occasional huskiness of his tone was heard no
more; and a tremulous quaver, as if of extreme terror, habitually
characterized his utterance.

There were times, indeed, when I
thought his unceasingly agitated mind was labouring with some
oppressive secret, to divulge which he struggled for the
necessary courage.

At times, again, I was obliged to resolve all
into the mere inexplicable vagaries of madness, for I beheld him
gazing upon vacancy for long hours, in an attitude of the
profoundest attention, as if listening to some imaginary
sound.

It was no wonder that his condition terrified--that it
infected me.

I felt creeping upon me, by slow yet certain
degrees, the wild influences of his own fantastic yet impressive
superstitions.

It was, especially, upon retiring to bed late in the night
of the seventh or eighth day after the placing of the lady
Madeline within the donjon, that I experienced the full power of
such feelings."
Poe,amb,"His ordinary
occupations were neglected or forgotten.</delay>

<amb>He roamed from chamber to chamber with hurried, unequal, and objectless step.</amb>

<amb>The pallor of his countenance had assumed, if possible, a more
ghastly hue--but the luminousness of his eye had utterly gone
out.</amb>

<amb>The once occasional huskiness of his tone was heard no
more; and a tremulous quaver, as if of extreme terror, habitually
characterized his utterance.</amb>

<delay type=""withheld-info"">There were times, indeed, when I
thought his unceasingly agitated mind was labouring with some
oppressive secret, to divulge which he struggled for the
necessary courage.</delay>

<amb>At times, again, I was obliged to resolve all
into the mere inexplicable vagaries of madness, for I beheld him
gazing upon vacancy for long hours, in an attitude of the
profoundest attention, as if listening to some imaginary
sound.</amb>

<amb>It was no wonder that his condition terrified--that it
infected me.</amb>

<amb>I felt creeping upon me, by slow yet certain
degrees, the wild influences of his own fantastic yet impressive
superstitions.</amb>

It was, especially, upon retiring to bed late in the night
of the seventh or eighth day after the placing of the lady
Madeline within the donjon, that I experienced the full power of
such feelings.",218,"His ordinary
occupations were neglected or forgotten.

He roamed from chamber to chamber with hurried, unequal, and objectless step.

The pallor of his countenance had assumed, if possible, a more
ghastly hue--but the luminousness of his eye had utterly gone
out.

The once occasional huskiness of his tone was heard no
more; and a tremulous quaver, as if of extreme terror, habitually
characterized his utterance.

There were times, indeed, when I
thought his unceasingly agitated mind was labouring with some
oppressive secret, to divulge which he struggled for the
necessary courage.

At times, again, I was obliged to resolve all
into the mere inexplicable vagaries of madness, for I beheld him
gazing upon vacancy for long hours, in an attitude of the
profoundest attention, as if listening to some imaginary
sound.

It was no wonder that his condition terrified--that it
infected me.

I felt creeping upon me, by slow yet certain
degrees, the wild influences of his own fantastic yet impressive
superstitions.

It was, especially, upon retiring to bed late in the night
of the seventh or eighth day after the placing of the lady
Madeline within the donjon, that I experienced the full power of
such feelings."
Poe,amb,"His ordinary
occupations were neglected or forgotten.</delay>

<amb>He roamed from chamber to chamber with hurried, unequal, and objectless step.</amb>

<amb>The pallor of his countenance had assumed, if possible, a more
ghastly hue--but the luminousness of his eye had utterly gone
out.</amb>

<amb>The once occasional huskiness of his tone was heard no
more; and a tremulous quaver, as if of extreme terror, habitually
characterized his utterance.</amb>

<delay type=""withheld-info"">There were times, indeed, when I
thought his unceasingly agitated mind was labouring with some
oppressive secret, to divulge which he struggled for the
necessary courage.</delay>

<amb>At times, again, I was obliged to resolve all
into the mere inexplicable vagaries of madness, for I beheld him
gazing upon vacancy for long hours, in an attitude of the
profoundest attention, as if listening to some imaginary
sound.</amb>

<amb>It was no wonder that his condition terrified--that it
infected me.</amb>

<amb>I felt creeping upon me, by slow yet certain
degrees, the wild influences of his own fantastic yet impressive
superstitions.</amb>

It was, especially, upon retiring to bed late in the night
of the seventh or eighth day after the placing of the lady
Madeline within the donjon, that I experienced the full power of
such feelings.",218,"His ordinary
occupations were neglected or forgotten.

He roamed from chamber to chamber with hurried, unequal, and objectless step.

The pallor of his countenance had assumed, if possible, a more
ghastly hue--but the luminousness of his eye had utterly gone
out.

The once occasional huskiness of his tone was heard no
more; and a tremulous quaver, as if of extreme terror, habitually
characterized his utterance.

There were times, indeed, when I
thought his unceasingly agitated mind was labouring with some
oppressive secret, to divulge which he struggled for the
necessary courage.

At times, again, I was obliged to resolve all
into the mere inexplicable vagaries of madness, for I beheld him
gazing upon vacancy for long hours, in an attitude of the
profoundest attention, as if listening to some imaginary
sound.

It was no wonder that his condition terrified--that it
infected me.

I felt creeping upon me, by slow yet certain
degrees, the wild influences of his own fantastic yet impressive
superstitions.

It was, especially, upon retiring to bed late in the night
of the seventh or eighth day after the placing of the lady
Madeline within the donjon, that I experienced the full power of
such feelings."
Poe,delay:withheld-info,"His ordinary
occupations were neglected or forgotten.</delay>

<amb>He roamed from chamber to chamber with hurried, unequal, and objectless step.</amb>

<amb>The pallor of his countenance had assumed, if possible, a more
ghastly hue--but the luminousness of his eye had utterly gone
out.</amb>

<amb>The once occasional huskiness of his tone was heard no
more; and a tremulous quaver, as if of extreme terror, habitually
characterized his utterance.</amb>

<delay type=""withheld-info"">There were times, indeed, when I
thought his unceasingly agitated mind was labouring with some
oppressive secret, to divulge which he struggled for the
necessary courage.</delay>

<amb>At times, again, I was obliged to resolve all
into the mere inexplicable vagaries of madness, for I beheld him
gazing upon vacancy for long hours, in an attitude of the
profoundest attention, as if listening to some imaginary
sound.</amb>

<amb>It was no wonder that his condition terrified--that it
infected me.</amb>

<amb>I felt creeping upon me, by slow yet certain
degrees, the wild influences of his own fantastic yet impressive
superstitions.</amb>

It was, especially, upon retiring to bed late in the night
of the seventh or eighth day after the placing of the lady
Madeline within the donjon, that I experienced the full power of
such feelings.",218,"His ordinary
occupations were neglected or forgotten.

He roamed from chamber to chamber with hurried, unequal, and objectless step.

The pallor of his countenance had assumed, if possible, a more
ghastly hue--but the luminousness of his eye had utterly gone
out.

The once occasional huskiness of his tone was heard no
more; and a tremulous quaver, as if of extreme terror, habitually
characterized his utterance.

There were times, indeed, when I
thought his unceasingly agitated mind was labouring with some
oppressive secret, to divulge which he struggled for the
necessary courage.

At times, again, I was obliged to resolve all
into the mere inexplicable vagaries of madness, for I beheld him
gazing upon vacancy for long hours, in an attitude of the
profoundest attention, as if listening to some imaginary
sound.

It was no wonder that his condition terrified--that it
infected me.

I felt creeping upon me, by slow yet certain
degrees, the wild influences of his own fantastic yet impressive
superstitions.

It was, especially, upon retiring to bed late in the night
of the seventh or eighth day after the placing of the lady
Madeline within the donjon, that I experienced the full power of
such feelings."
Poe,amb,"<amb>Sleep came not near my couch--while the hours
waned and waned away.",14,"Sleep came not near my couch--while the hours
waned and waned away."
Poe,atmosphere,"I struggled to reason off the nervousness
which had dominion over me.</amb>

<atmosphere>I endeavoured to believe that much,
if not all of what I felt, was due to the bewildering influence
of the gloomy furniture of the room--of the dark and tattered
draperies, which, tortured into motion by the breath of a rising
tempest, swayed fitfully to and fro upon the walls, and rustled
uneasily about the decorations of the bed.</atmosphere>

But my efforts were
fruitless.",80,"I struggled to reason off the nervousness
which had dominion over me.

I endeavoured to believe that much,
if not all of what I felt, was due to the bewildering influence
of the gloomy furniture of the room--of the dark and tattered
draperies, which, tortured into motion by the breath of a rising
tempest, swayed fitfully to and fro upon the walls, and rustled
uneasily about the decorations of the bed.

But my efforts were
fruitless."
Poe,amb,"<amb>An irrepressible tremor gradually pervaded my frame;
and, at length, there sat upon my very heart an incubus of
utterly causeless alarm.</amb>

Shaking this off with a gasp and a
struggle,

<amb>I uplifted myself upon the pillows, and, peering
earnestly within the intense darkness of the chamber, hearkened--I
know not why, except that an instinctive spirit prompted me--to
certain low and indefinite sounds which came, through the pauses
of the storm, at long intervals, I knew not whence.</amb>

<amb>Overpowered by an intense sentiment of horror, unaccountable yet unendurable,</amb>

I threw on my clothes with haste (for I felt that I should sleep
no more during the night,) and endeavoured to arouse myself from
the pitiable condition into which I had fallen, by pacing rapidly
to and fro through the apartment.",138,"An irrepressible tremor gradually pervaded my frame;
and, at length, there sat upon my very heart an incubus of
utterly causeless alarm.

Shaking this off with a gasp and a
struggle,

I uplifted myself upon the pillows, and, peering
earnestly within the intense darkness of the chamber, hearkened--I
know not why, except that an instinctive spirit prompted me--to
certain low and indefinite sounds which came, through the pauses
of the storm, at long intervals, I knew not whence.

Overpowered by an intense sentiment of horror, unaccountable yet unendurable,

I threw on my clothes with haste (for I felt that I should sleep
no more during the night,) and endeavoured to arouse myself from
the pitiable condition into which I had fallen, by pacing rapidly
to and fro through the apartment."
Poe,amb,"<amb>An irrepressible tremor gradually pervaded my frame;
and, at length, there sat upon my very heart an incubus of
utterly causeless alarm.</amb>

Shaking this off with a gasp and a
struggle,

<amb>I uplifted myself upon the pillows, and, peering
earnestly within the intense darkness of the chamber, hearkened--I
know not why, except that an instinctive spirit prompted me--to
certain low and indefinite sounds which came, through the pauses
of the storm, at long intervals, I knew not whence.</amb>

<amb>Overpowered by an intense sentiment of horror, unaccountable yet unendurable,</amb>

I threw on my clothes with haste (for I felt that I should sleep
no more during the night,) and endeavoured to arouse myself from
the pitiable condition into which I had fallen, by pacing rapidly
to and fro through the apartment.",138,"An irrepressible tremor gradually pervaded my frame;
and, at length, there sat upon my very heart an incubus of
utterly causeless alarm.

Shaking this off with a gasp and a
struggle,

I uplifted myself upon the pillows, and, peering
earnestly within the intense darkness of the chamber, hearkened--I
know not why, except that an instinctive spirit prompted me--to
certain low and indefinite sounds which came, through the pauses
of the storm, at long intervals, I knew not whence.

Overpowered by an intense sentiment of horror, unaccountable yet unendurable,

I threw on my clothes with haste (for I felt that I should sleep
no more during the night,) and endeavoured to arouse myself from
the pitiable condition into which I had fallen, by pacing rapidly
to and fro through the apartment."
Poe,amb,"<amb>An irrepressible tremor gradually pervaded my frame;
and, at length, there sat upon my very heart an incubus of
utterly causeless alarm.</amb>

Shaking this off with a gasp and a
struggle,

<amb>I uplifted myself upon the pillows, and, peering
earnestly within the intense darkness of the chamber, hearkened--I
know not why, except that an instinctive spirit prompted me--to
certain low and indefinite sounds which came, through the pauses
of the storm, at long intervals, I knew not whence.</amb>

<amb>Overpowered by an intense sentiment of horror, unaccountable yet unendurable,</amb>

I threw on my clothes with haste (for I felt that I should sleep
no more during the night,) and endeavoured to arouse myself from
the pitiable condition into which I had fallen, by pacing rapidly
to and fro through the apartment.",138,"An irrepressible tremor gradually pervaded my frame;
and, at length, there sat upon my very heart an incubus of
utterly causeless alarm.

Shaking this off with a gasp and a
struggle,

I uplifted myself upon the pillows, and, peering
earnestly within the intense darkness of the chamber, hearkened--I
know not why, except that an instinctive spirit prompted me--to
certain low and indefinite sounds which came, through the pauses
of the storm, at long intervals, I knew not whence.

Overpowered by an intense sentiment of horror, unaccountable yet unendurable,

I threw on my clothes with haste (for I felt that I should sleep
no more during the night,) and endeavoured to arouse myself from
the pitiable condition into which I had fallen, by pacing rapidly
to and fro through the apartment."
Poe,amb,"<amb>His countenance was, as usual, cadaverously wan--but,
moreover, there was a species of mad hilarity in his eyes--an
evidently restrained hysteria in his whole demeanour.</amb>

His air appalled me--but anything was preferable to the solitude
which I had so long endured, and I even welcomed his presence as
a relief.",55,"His countenance was, as usual, cadaverously wan--but,
moreover, there was a species of mad hilarity in his eyes--an
evidently restrained hysteria in his whole demeanour.

His air appalled me--but anything was preferable to the solitude
which I had so long endured, and I even welcomed his presence as
a relief."
Poe,delay:withheld-info,"<delay type=""withheld-info"">""And you have not seen it?"" he said abruptly,
after having stared about him for some moments in silence--""you have
not then seen it?--but, stay!",31,"""And you have not seen it?"" he said abruptly,
after having stared about him for some moments in silence--""you have
not then seen it?--but, stay!"
Poe,atmosphere,"<atmosphere>The impetuous fury of the entering gust nearly lifted us
from our feet.",14,"The impetuous fury of the entering gust nearly lifted us
from our feet."
Poe,delay:withheld-info,"<delay type=""withheld-info"">""These appearances, which bewilder
you, are merely electrical phenomena not uncommon--or it may be
that they have their ghastly origin in the rank miasma of the
tarn.</delay>

Let us close this casement;--the air is chilling and
dangerous to your frame.",47,"""These appearances, which bewilder
you, are merely electrical phenomena not uncommon--or it may be
that they have their ghastly origin in the rank miasma of the
tarn.

Let us close this casement;--the air is chilling and
dangerous to your frame."
Poe,delay:withheld-info,"<delay type=""withheld-info"">Could I have judged, indeed, by
the wild overstrained air of vivacity with which he
hearkened, or apparently hearkened, to the words of the tale, I
might well have congratulated myself upon the success of my
design.</delay>

I had arrived at that well-known portion of the story where
Ethelred, the hero of the Trist, having sought in vain for
peaceable admission into the dwelling of the hermit, proceeds to
make good an entrance by force.",81,"Could I have judged, indeed, by
the wild overstrained air of vivacity with which he
hearkened, or apparently hearkened, to the words of the tale, I
might well have congratulated myself upon the success of my
design.

I had arrived at that well-known portion of the story where
Ethelred, the hero of the Trist, having sought in vain for
peaceable admission into the dwelling of the hermit, proceeds to
make good an entrance by force."
Poe,amb,"Here, it will be remembered, the
words of the narrative run thus:

""And Ethelred, who was by nature of a doughty heart, and who
was now mighty withal, on account of the powerfulness of the wine
which he had drunken, waited no longer to hold parley with the
hermit, who, in sooth, was of an obstinate and maliceful turn,
but, feeling the rain upon his shoulders, and fearing the rising
of the tempest, uplifted his mace outright, and, with blows, made
quickly room in the plankings of the door for his gauntleted
hand; and now pulling therewith sturdily, he so cracked, and
ripped, and tore all asunder, that the noise of the dry and
hollow-sounding wood alarmed and reverberated throughout the
forest.""

<amb>At the termination of this sentence I started, and for a
moment, paused; for it appeared to me (although I at once
concluded that my excited fancy had deceived me)--it appeared to
me that, from some very remote portion of the mansion, there
came, indistinctly, to my ears, what might have been, in its
exact similarity of character, the echo (but a stifled and dull
one certainly) of the very cracking and ripping sound which Sir
Launcelot had so particularly described.</amb>

It was, beyond doubt,
the coincidence alone which had arrested my attention; for, amid
the rattling of the sashes of the casements, and the ordinary
commingled noises of the still increasing storm, the sound, in
itself, had nothing, surely, which should have interested or
disturbed me.",253,"Here, it will be remembered, the
words of the narrative run thus:

""And Ethelred, who was by nature of a doughty heart, and who
was now mighty withal, on account of the powerfulness of the wine
which he had drunken, waited no longer to hold parley with the
hermit, who, in sooth, was of an obstinate and maliceful turn,
but, feeling the rain upon his shoulders, and fearing the rising
of the tempest, uplifted his mace outright, and, with blows, made
quickly room in the plankings of the door for his gauntleted
hand; and now pulling therewith sturdily, he so cracked, and
ripped, and tore all asunder, that the noise of the dry and
hollow-sounding wood alarmed and reverberated throughout the
forest.""

At the termination of this sentence I started, and for a
moment, paused; for it appeared to me (although I at once
concluded that my excited fancy had deceived me)--it appeared to
me that, from some very remote portion of the mansion, there
came, indistinctly, to my ears, what might have been, in its
exact similarity of character, the echo (but a stifled and dull
one certainly) of the very cracking and ripping sound which Sir
Launcelot had so particularly described.

It was, beyond doubt,
the coincidence alone which had arrested my attention; for, amid
the rattling of the sashes of the casements, and the ordinary
commingled noises of the still increasing storm, the sound, in
itself, had nothing, surely, which should have interested or
disturbed me."
Poe,amb,"I continued the story:

""But the good champion Ethelred, now entering within the
door, was sore enraged and amazed to perceive no signal of the
maliceful hermit; but, in the stead thereof, a dragon of a scaly
and prodigious demeanour, and of a fiery tongue, which sat in
guard before a palace of gold, with a floor of silver; and upon
the wall there hung a shield of shining brass with this legend
enwritten--

     Who entereth herein, a conquerer hath bin;
     Who slayeth the dragon, the shield he shall win;

and Ethelred uplifted his mace, and struck upon the head of the
dragon, which fell before him, and gave up his pesty breath, with
a shriek so horrid and harsh, and withal so piercing, that
Ethelred had fain to close his ears with his hands against the
dreadful noise of it, the like whereof was never before heard.""

<amb>Here again I paused abruptly, and now with a feeling of wild
amazement--for there could be no doubt whatever that, in this
instance, I did actually hear (although from what direction it
proceeded I found it impossible to say) a low and apparently
distant, but harsh, protracted, and most unusual screaming or
grating sound--the exact counterpart of what my fancy had already
conjured up for the dragon's unnatural shriek as described by the
romancer.</amb>

<amb>Oppressed, as I certainly was, upon the occurrence of the
second and most extraordinary coincidence, by a thousand
conflicting sensations, in which wonder and extreme terror were
predominant, I still retained sufficient presence of mind to
avoid exciting, by any observation, the sensitive nervousness of
my companion.",275,"I continued the story:

""But the good champion Ethelred, now entering within the
door, was sore enraged and amazed to perceive no signal of the
maliceful hermit; but, in the stead thereof, a dragon of a scaly
and prodigious demeanour, and of a fiery tongue, which sat in
guard before a palace of gold, with a floor of silver; and upon
the wall there hung a shield of shining brass with this legend
enwritten--

     Who entereth herein, a conquerer hath bin;
     Who slayeth the dragon, the shield he shall win;

and Ethelred uplifted his mace, and struck upon the head of the
dragon, which fell before him, and gave up his pesty breath, with
a shriek so horrid and harsh, and withal so piercing, that
Ethelred had fain to close his ears with his hands against the
dreadful noise of it, the like whereof was never before heard.""

Here again I paused abruptly, and now with a feeling of wild
amazement--for there could be no doubt whatever that, in this
instance, I did actually hear (although from what direction it
proceeded I found it impossible to say) a low and apparently
distant, but harsh, protracted, and most unusual screaming or
grating sound--the exact counterpart of what my fancy had already
conjured up for the dragon's unnatural shriek as described by the
romancer.

Oppressed, as I certainly was, upon the occurrence of the
second and most extraordinary coincidence, by a thousand
conflicting sensations, in which wonder and extreme terror were
predominant, I still retained sufficient presence of mind to
avoid exciting, by any observation, the sensitive nervousness of
my companion."
Poe,amb,"I continued the story:

""But the good champion Ethelred, now entering within the
door, was sore enraged and amazed to perceive no signal of the
maliceful hermit; but, in the stead thereof, a dragon of a scaly
and prodigious demeanour, and of a fiery tongue, which sat in
guard before a palace of gold, with a floor of silver; and upon
the wall there hung a shield of shining brass with this legend
enwritten--

     Who entereth herein, a conquerer hath bin;
     Who slayeth the dragon, the shield he shall win;

and Ethelred uplifted his mace, and struck upon the head of the
dragon, which fell before him, and gave up his pesty breath, with
a shriek so horrid and harsh, and withal so piercing, that
Ethelred had fain to close his ears with his hands against the
dreadful noise of it, the like whereof was never before heard.""

<amb>Here again I paused abruptly, and now with a feeling of wild
amazement--for there could be no doubt whatever that, in this
instance, I did actually hear (although from what direction it
proceeded I found it impossible to say) a low and apparently
distant, but harsh, protracted, and most unusual screaming or
grating sound--the exact counterpart of what my fancy had already
conjured up for the dragon's unnatural shriek as described by the
romancer.</amb>

<amb>Oppressed, as I certainly was, upon the occurrence of the
second and most extraordinary coincidence, by a thousand
conflicting sensations, in which wonder and extreme terror were
predominant, I still retained sufficient presence of mind to
avoid exciting, by any observation, the sensitive nervousness of
my companion.",275,"I continued the story:

""But the good champion Ethelred, now entering within the
door, was sore enraged and amazed to perceive no signal of the
maliceful hermit; but, in the stead thereof, a dragon of a scaly
and prodigious demeanour, and of a fiery tongue, which sat in
guard before a palace of gold, with a floor of silver; and upon
the wall there hung a shield of shining brass with this legend
enwritten--

     Who entereth herein, a conquerer hath bin;
     Who slayeth the dragon, the shield he shall win;

and Ethelred uplifted his mace, and struck upon the head of the
dragon, which fell before him, and gave up his pesty breath, with
a shriek so horrid and harsh, and withal so piercing, that
Ethelred had fain to close his ears with his hands against the
dreadful noise of it, the like whereof was never before heard.""

Here again I paused abruptly, and now with a feeling of wild
amazement--for there could be no doubt whatever that, in this
instance, I did actually hear (although from what direction it
proceeded I found it impossible to say) a low and apparently
distant, but harsh, protracted, and most unusual screaming or
grating sound--the exact counterpart of what my fancy had already
conjured up for the dragon's unnatural shriek as described by the
romancer.

Oppressed, as I certainly was, upon the occurrence of the
second and most extraordinary coincidence, by a thousand
conflicting sensations, in which wonder and extreme terror were
predominant, I still retained sufficient presence of mind to
avoid exciting, by any observation, the sensitive nervousness of
my companion."
